,text,category,toxicity_score,severe_toxicity_score,identity_attack_score,profanity_score,sexually_explicit_score,inflammatory_score,threat_score
3192,But 🥺🥺🥺🥺 No but he ’ s brave man ugh 💔❤️‍🩹 bless his actual soul man I really hope off towards ugh,television,0.10892494,0.13328774,0.17558497,0.15844096,0.121226445,0.10766872,0.36991334
3193,Need to heckle once he comes out,television,0.22983712,0.14421698,0.13361812,0.30255377,0.05434995,0.481687,0.2625567
3194,"watching me delete my , reinstall and restart my phone just for my to not go through .",television,0.105704986,0.049269263,0.048090912,0.07243073,0.080586866,0.11786938,0.22115684
3195,Well I ' t have making me cry on the docket for tonight ...,television,0.067320265,0.052058004,0.0783569,0.06248915,0.106407516,0.07244984,0.09970914
3196,They really need to be testing mental health before they enter the villa .. seriously make it mandatory,television,0.28972426,0.09180796,0.18123502,0.074279554,0.019507797,0.8144615,0.1064357
3197,Also Gemma a big mouth,television,0.38965073,0.30491653,0.14618936,0.4263622,0.71006745,0.2408467,0.29047513
3198,first interview he ’ s say ‘ she was anyway ’,television,0.0186035,0.024412736,0.041035358,0.05200347,0.09395472,0.22434519,0.08744105
3199,just got to finish the episode … not saying he would have left with if gem ’ t here ?,television,0.035306264,0.025180267,0.03426982,0.024820426,0.046002407,0.089324124,0.15853094
3200,why advocate about mental health but think it ’ s acceptable to to post negativity towards people currently on love island . Everything you say can affect someone .,television,0.07091636,0.01902507,0.084912635,0.030552298,0.023336105,0.43910578,0.021881018
3201,Did we miss something ? 🙊👀,television,0.023460433,0.020584881,0.047027133,0.03877276,0.04190492,0.105503716,0.06912259
3202,"for the spoiler , this ’ t out in yet",television,0.06771983,0.0445306,0.051516645,0.05589555,0.093382284,0.33955866,0.16478069
3203,fairy doll as i just said .. i know for sure that she was 16 when he was a adult .. i ’ m sure she was too immature yes she was in SCHOOL,television,0.39694545,0.19212608,0.14707676,0.22168905,0.25995296,0.85079104,0.19365504
3204,"I feel sad for him but I hope the comment ’ t another form of manipulation , I really hope so .",television,0.07970683,0.024001094,0.03378945,0.03816664,0.044498026,0.3027907,0.09182159
3205,when it ’ s the ad break and you ’ re a million on twitter and don ’ t know which one you agree with most and only have 3 to decide x,television,0.040971663,0.040986184,0.08042593,0.06541676,0.08541993,0.115131244,0.15845826
3206,"after all that muscle with Billy and , he ’ t chat to when he over 🐓",television,0.06252546,0.060253214,0.071964554,0.09091258,0.14729582,0.25799093,0.17475332
3207,"This episode made me cry . I feel sad for and hope he doesnt see all the hate he is getting , but i ' t stop wondering whether he is leaving love island because he truly about or he is just her into not getting to know",television,0.13146462,0.079478286,0.100698076,0.0922455,0.061536822,0.2653281,0.25541523
3208,was a walking red flag and his behaviour was inexcusable but as someone with I know he was & ; removing himself before he up more than he already was the right move !,television,0.10515087,0.07452611,0.0521772,0.03312206,0.042494033,0.33754405,0.42298108
3209,different after watching him leave 😶,television,0.036679696,0.05669936,0.09863867,0.105334386,0.07646899,0.39868027,0.1488556
3210,Wait ... no tomorrow night ?...🤔,television,0.01665985,0.031128867,0.03932232,0.03378293,0.08747581,0.13208114,0.06208909
3211,"As much as I * * ' behaviour in the villa I really hope he the support he needs on the outside , he is going to be at his most vulnerable and I can only imagine how difficult the hate is going to be to handle",television,0.1894391,0.23483811,0.10820873,0.4547243,0.23501648,0.7080828,0.20872144
3212,I did say this and this should be a moment where people try educate themselves mental health not just a quick search and think they know it all,television,0.059728492,0.07263098,0.22218709,0.08134674,0.021648293,0.5998691,0.10504392
3213,You should never want anyone to suffer either .,television,0.064523295,0.056138843,0.043243594,0.042416222,0.023671119,0.27115378,0.36653957
3214,behaviour on the show was appalling and can ’ t be blamed on but when he comes back home and through of hate or whatever it will rip the poor guy ’ s heart to . he clearly a mental illness ( not to his ),television,0.42631236,0.3429503,0.30063453,0.18818305,0.04966593,0.86173284,0.7118155
3215,I ’ m really it was Gemma that done the sh * t stirring That ’ s normally ’ s job 😎,television,0.53837943,0.6623702,0.20976341,0.91128254,0.33261973,0.41012037,0.24410968
3216,BILLY BETTER GO !,television,0.04818217,0.02470772,0.03085048,0.028532563,0.046671625,0.2581016,0.088955946
3217,catching up on LI and the way told billy to off was rude,television,0.15217799,0.07923083,0.0945978,0.14072597,0.09158869,0.27704078,0.14676423
3218,Also let ’ s not pretend he ’ t been struggling throughout even before he his mental vulnerability .. I ’ m not he needs to take accountability but seriously he ’ t the devil 😅…,television,0.2712817,0.23298356,0.18872426,0.30950612,0.05128287,0.73953503,0.18278392
3219,"“ If it ’ t for Gemma , I ’ d leave with him ” - is as wet as the fish he",television,0.22687212,0.17974526,0.14702885,0.19174008,0.4824874,0.65043086,0.25540853
3220,Is alright ?! He literally said it was cool for Billy to stay and now he ’ s telling him to ??,television,0.032559406,0.04056728,0.043058924,0.04611319,0.0855407,0.59475404,0.10252977
3221,me throughout this whole episode,television,0.043718524,0.040089473,0.041288204,0.05348071,0.07458188,0.08712526,0.2127053
3222,"As someone with , please don ' t say that ' toxic behavior in the villa was of . Yes , understanding harder and can lead to impulsive but it ' t make you cheat or manipulate someone . is a condition not an excuse .",television,0.09333697,0.027406013,0.04835777,0.026846267,0.050706238,0.24307354,0.03534911
3223,"Genuine question , will be able / to play for his club after this ?",television,0.014022041,0.0122216465,0.017411258,0.016312351,0.01616618,0.19280697,0.045988932
3224,"As was giving his speech , Gemma definitely like she ' d seen this before .",television,0.017076347,0.030259002,0.022839263,0.03804853,0.06763694,0.20066874,0.14294362
3225,Why are people crying over and . The amount of he put other through . The manipulation and slut he put all these through and the annoying he with . I could go on and on but run out of space,television,0.5958905,0.65102965,0.30908,0.8280392,0.56908303,0.8095855,0.48720974
3226,thank god ’ t lost her head and she ’ t there to mother anyone wow,television,0.23277332,0.16249923,0.21374835,0.18646148,0.09192007,0.63087916,0.24313198
3227,. It ' s not friendship Island,television,0.04406188,0.015802879,0.03171446,0.02067797,0.026846433,0.076743595,0.052089185
3228,This should of just put on his big girl panties and spoke to instead of being salty .,television,0.5958905,0.46571594,0.39043865,0.43361488,0.778477,0.7663181,0.3804255
3229,"wow episode was a lot , i feel so sorry for , he is going to wait for , it ’ s such a massive shame , I hope he can work on himself . He ’ t a bad person / and you can see how much he does adore her .",television,0.09602194,0.12612642,0.06917851,0.12832545,0.088931374,0.70804846,0.23900023
3230,- in my opinion he made really irrational in amor & ; been struggling to face himself and since . I think he ' s been really brave to his behaviour ' t right & ; to decide to go home & ; focus on his & ; mental health,television,0.13431281,0.04312196,0.119612925,0.035067234,0.009092966,0.3936409,0.013762321
3231,hope you never make a mistake in your life 😇,television,0.12824467,0.27182436,0.19471246,0.14441133,0.06553984,0.29776055,0.6188461
3232,' t need he needs therapy,television,0.21804169,0.11891111,0.16341528,0.11502817,0.053038143,0.60519594,0.37430632
3233,this is insane,television,0.25676212,0.12603252,0.1680269,0.27543962,0.06933958,0.305695,0.09126639
3234,with his last ditch attempt to get to go with him by saying he her to be his 🙄😒,television,0.118584804,0.048137527,0.05216445,0.08252978,0.0919646,0.5680319,0.17626677
3235,Regardless of what done the lad was struggling . I really hope he the help he needs . Same to anyone struggling as well .,television,0.030670939,0.013368953,0.017632335,0.013382053,0.013998852,0.21590336,0.040610865
3236,Catching up on please make sure is !!,television,0.06412373,0.045732796,0.0518379,0.060722258,0.10264899,0.20016283,0.123514876
3237,"You know that for sure ? It ' t possibly be it just ' t work out ? Or she was too immature ? She could be the reason why he when he he about THAT much . But , Gemma never does anything wrong .",television,0.20449556,0.055250715,0.0970765,0.081216894,0.03625677,0.37414354,0.05925851
3238,song while watching on,television,0.04406188,0.033894453,0.039022367,0.061256763,0.14141822,0.08370793,0.12457704
3239,"What is wrong with better than he himself clearly ? Poor lad obviously was struggling and people are quick to judge him . He made , who ’ t ?, if he was so much of a player he would of stayed and tried to find someone else , be kind",television,0.09709594,0.021563362,0.031266317,0.02423791,0.014452703,0.46038404,0.03185177
3240,"I ’ m not sure about wanting to leave with him but I agree on the thing cos now she ’ always have at the back of her mind n she might not fully enjoy her experience , regardless 2night was sad and I ’ m glad he left just cos I think he needs all the help he can get",television,0.03187269,0.07057368,0.11350466,0.080763675,0.08741674,0.15177932,0.19752698
3241,I love how Gemma shaded up for all the exit . No revealed .,television,0.060527626,0.032635007,0.058336664,0.036045235,0.061186094,0.049921922,0.0715153
3242,"If leaves with him , she ’ s truly lost any last support I ’ had for her",television,0.040284947,0.07746863,0.075958766,0.10067765,0.1589679,0.306054,0.20104985
3243,and are and 2 . 0,television,0.017770508,0.02411641,0.027901378,0.03650505,0.057730593,0.06392981,0.12143888
3244,"The issue is not causing bad behaviour . It ' s an issue of consent . is the opportunity to deal with in whatever way she fit , IF SHE ' T KNOW HE .",television,0.030670939,0.048431065,0.092462435,0.08384943,0.06480098,0.16922541,0.15213275
3245,my love and support goes out to family - I hope they ’ re of him and how he been true to himself throughout and I hope that the abuse on social media ’ t get to them because I would hate for the negativity and horrible to affect anyone,television,0.10828095,0.122601725,0.16963613,0.13352163,0.13891548,0.49746597,0.3098443
3246,Miss him already 💔,television,0.0186035,0.023024267,0.02801525,0.03491183,0.0431062,0.44066927,0.1299999
3247,Eh you would have out with him ?...👀,television,0.06012806,0.044530854,0.03121194,0.039148577,0.06618991,0.32545164,0.15703912
3248,episode . leaving was right thing to do for himself mentally . Hope he ’ s and the support .,television,0.03358948,0.046513677,0.10920263,0.035227805,0.0153850205,0.8602323,0.10689728
3249,telling everyone but,television,0.022945397,0.011428849,0.022438888,0.017842442,0.028948175,0.08521143,0.05152251
3250,Watching and me out at this point,television,0.077709,0.07528193,0.07731911,0.120318,0.16425651,0.11618707,0.26010147
3251,So with is he like an actual contestant that can win this series ? Also I ’ m sure he ’ s being to be apart of it and ’ t doing this for free ?,television,0.03461955,0.017880792,0.020922989,0.024763996,0.032994393,0.2641475,0.043870315
3252,"The way was and all the way to the end is disgusting and peak man privilege ! He ’ s a manipulative loser who when by someone he ’ t bully he ran + the never to blame it on mental health , how about personal responsibility !",television,0.6221407,0.35235643,0.23576662,0.21924649,0.041638,0.84969115,0.21057554
3253,Why have all these gone back to the titty sucking ???,television,0.8831064,0.80814576,0.29904082,0.9443141,0.9862079,0.75058323,0.15600003
3254,"Now I see what about maturity , he just snaps all the damn time .",television,0.5958905,0.44966757,0.121620096,0.90765995,0.055382084,0.62827,0.25402424
3255,Where was this “ slag me off to my face ” energy when the were slagging off all the original 👀,television,0.22977416,0.40309575,0.17935516,0.4767513,0.39807355,0.54652584,0.49207112
3256,This is who you ladies who don ’ t respect yourselves are . of …,television,0.25676212,0.15036772,0.35018438,0.16632749,0.090124786,0.44002673,0.10138442
3257,Where the same energy at gemma WW3,television,0.028782474,0.02766094,0.043961283,0.047125805,0.07938319,0.34184045,0.14044797
3258,need a job,television,0.034791227,0.025218746,0.05100088,0.050483726,0.09102016,0.17133363,0.090814985
3259,why ’ t you go with him then ? I would say to give your head a wobble but you do that yourself every time you speak !,television,0.3552902,0.0698101,0.039590284,0.050113015,0.087047994,0.38509715,0.20241229
3260,why you ’ t leave with yo man ? 👀,television,0.22333995,0.057991333,0.07579628,0.08767659,0.068035595,0.3745227,0.11039632
3261,My toxic trait is seeing all the did and still going ' ' when him and were saying their .,television,0.119228795,0.028579088,0.05216821,0.051826242,0.030855332,0.31179658,0.051216327
3262,is so jarring,television,0.18253209,0.0179593,0.031558484,0.034603186,0.04525664,0.08986001,0.061383486
3263,trying to act all hard but I bet he does to,television,0.23452865,0.04855501,0.0647137,0.08580329,0.16245273,0.4496276,0.17739135
3264,"if is that much In love for and to be with him , she should had left the villa with him . I think it ’ s selfish as she ’ s now open to go for and dump poor",television,0.3411882,0.18389046,0.18228559,0.19870584,0.15930146,0.88178986,0.24304378
3265,in the most uncomfortable emotional situation forcing her to make a decision without any clarity of mind . I ’ m not falling for this 🤣,television,0.09548495,0.021644542,0.032349013,0.028910473,0.027708095,0.34321448,0.057955336
3266,"was a complete cheating prick , I can ’ t wait for to see movie night , to see how immature he was in , but again it all cones down to , this entire series is so heavily . Worst series .",television,0.5958905,0.30121517,0.051121257,0.4520523,0.19837382,0.6361979,0.124800466
3267,At this point I roll my every time and have a chat .,television,0.09816993,0.042953003,0.042201787,0.06851492,0.13927591,0.13313346,0.18079513
3268,"no literally ’ t make you act like ( manipulative and misogynistic , cheating ) that ’ s all on him",television,0.31671798,0.23520257,0.24088648,0.15035473,0.13315265,0.67601883,0.17657359
3269,I ’ m 💔💔💔 for now but at least he Gemma to look after him 1,television,0.13969667,0.035372645,0.03735766,0.055857792,0.09218037,0.102977976,0.122009024
3270,and are my type of relationship,television,0.024147147,0.025963482,0.038979325,0.052427154,0.15024364,0.086463526,0.069761276
3271,I can ’ t wait to see crying and throwing up,television,0.4151741,0.23339333,0.12301865,0.20179492,0.30414668,0.4388374,0.64588416
3272,"Now I see what about maturity , he just snaps all the damn time .",television,0.5958905,0.44966757,0.121620096,0.90765995,0.055382084,0.62827,0.25402424
3273,! Is really slagging someone off it ’ s true ?! 👀🙊,television,0.2299237,0.09578044,0.10033489,0.12938279,0.10235,0.28207612,0.22391047
3274,’ t crying when that girl was shaking her bum in the shower at him,television,0.6556601,0.57934165,0.42193592,0.69309914,0.90970576,0.8147743,0.53451777
3275,"Should consider a career change then . of aggression , inability to regulate / understand emotion , sporadic thought process , hypersensitivity . Not saying he ’ a perfect but maybe your understanding ’ t as vast as you claim it to be .",television,0.090114996,0.031688355,0.03010901,0.021705003,0.02247518,0.17731804,0.084161215
3276,mental health and all but is selfish and manipulative and I want to move on,television,0.31671798,0.19585736,0.22609127,0.19371128,0.05888602,0.49802068,0.15643615
3277,ASH,television,0.104076885,0.01656158,0.02556056,0.036939707,0.039302755,0.19327252,0.060839932
3278,Is he crying cause he got off ?! Like he ’ s actually that his have ?,television,0.09816993,0.039470676,0.04565941,0.0542412,0.06712388,0.335143,0.07651612
3279,Dis whole villa communication . This is y . him sweet but da the opposite . She ' s done it again she him then in bed Billy she still about him 2,television,0.15042676,0.12620695,0.07531467,0.20996818,0.5496419,0.8142412,0.1614153
3280,", and literally behave and speak like they ' re 13 old",television,0.30053464,0.111316584,0.15142262,0.124223985,0.09162257,0.43863237,0.22768891
3281,Yes Gemma is to blame if done that not only the but all the public would be ganging up on her at it ’ s,television,0.20742953,0.06366722,0.13728577,0.09009948,0.10348523,0.40940884,0.205513
3282,: I will do what I want and deal with the . Hot guy comes in : I need to go home I ' m mental health .,television,0.26817688,0.08229551,0.12631676,0.10400629,0.16699706,0.81332517,0.13726258
3283,Do not text him on the outside,television,0.14911842,0.06962435,0.068388425,0.115999915,0.12541617,0.26627824,0.28854588
3284,"also also also also also : & ; ( ), , , , , , , , , much , lots of + more ! 🤟🌞🌸🍦",television,0.025863936,0.005055449,0.002839239,0.009442575,0.026560416,0.0042698216,0.013634697
3285,"The truth is , are mostly reluctant to date someone who less than her .",television,0.09387396,0.07938209,0.18138741,0.0937102,0.09028961,0.19750108,0.09323336
3286,Good morning beautiful,television,0.027237365,0.025870891,0.035809994,0.055128135,0.09296101,0.044659667,0.06811875
3287,Every time - and kiss it ’ s like they are in competition on who can put their tongue in the farthest,television,0.2712817,0.18845119,0.16317458,0.21524729,0.58180714,0.44502145,0.20939384
3288,Is now ? Must you be in ship ?!! Groovy should tell Beauty to kick and move on with his life !!!!,television,0.37083253,0.28409705,0.10725087,0.13029177,0.14604117,0.4389084,0.82345974
3289,I ' m starting a petition for you give some VERY BASIC craft . how many times are you going to make me watch someone attempt to organize a serious romantic gesture lipstick and paper towel ??,television,0.15918289,0.04494107,0.058081195,0.057078276,0.07645497,0.34984633,0.08703383
3290,"don ’ t be shy , release the clip of saying ‘ ur mum ’",television,0.34388447,0.17689362,0.17475726,0.18366475,0.17822473,0.07747218,0.2452949
3291,I like Coco how messy she is . I ’ m here for the drama 💀,television,0.34388447,0.2130859,0.2156216,0.25412795,0.21080984,0.27664247,0.37564135
3292,The second ended I stopped opening twitter x,television,0.08367105,0.03813927,0.115956545,0.056111563,0.116349354,0.07084026,0.13665672
3293,is so in 🥰 with but can ’ t wait to see how & ; are on the outside 🌍 too,television,0.37221906,0.021691715,0.023515545,0.024810942,0.05290051,0.048579495,0.07873561
3294,Live,television,0.019436494,0.036280796,0.059140462,0.049179472,0.02955242,0.07034267,0.17233808
3295,shedevil402 Live,television,0.061726328,0.14187266,0.16656655,0.19898488,0.15369539,0.176689,0.24784349
3296,Live,television,0.019436494,0.036280796,0.059140462,0.049179472,0.02955242,0.07034267,0.17233808
3297,Live,television,0.019436494,0.036280796,0.059140462,0.049179472,0.02955242,0.07034267,0.17233808
3298,Live,television,0.019436494,0.036280796,0.059140462,0.049179472,0.02955242,0.07034267,0.17233808
3299,ale Live,television,0.007705181,0.026384111,0.048819855,0.03771942,0.03546857,0.14024249,0.14377826
3300,Live,television,0.019436494,0.036280796,0.059140462,0.049179472,0.02955242,0.07034267,0.17233808
3301,watching me creasing 😭,television,0.19634613,0.090057954,0.10976445,0.12679891,0.19141543,0.12982292,0.28676593
3302,Curious to know what & ; date is all about,television,0.020269485,0.009655593,0.01341176,0.010749745,0.023758974,0.08784131,0.04463189
3303,"Nail - biting stuff , narcissism at its most sublime",television,0.28874767,0.27730703,0.21350968,0.3075071,0.24849549,0.25160933,0.49552548
3304,"Hi thought for today , you in his hand forever .... saved coming back to receive us ! Heaven",television,0.03049926,0.027700303,0.047574647,0.025969878,0.056864727,0.14643708,0.06668812
3305,once the show is over be like,television,0.037023053,0.026861483,0.042401113,0.035527192,0.05075795,0.15020311,0.07851377
3306,💕 how brought back 🌹 for the ladies from her date with,television,0.070516795,0.06475356,0.17203653,0.109257996,0.21538678,0.43538705,0.11697067
3307,"IT ' S , TIME FOR TO COME OUT AND PLAY !!!! Like follow love",television,0.0825038,0.09373165,0.17799662,0.08808797,0.0679712,0.12921715,0.14753868
3308,My question is … if Amour is next week why ’ t just have been a single ? She ’ t need to be . .,television,0.022074303,0.027531981,0.04710628,0.0421596,0.06984138,0.17619957,0.062786855
3309,Away go we ’ re here for the drama,television,0.09816993,0.03705882,0.06503364,0.048767548,0.02817012,0.19609204,0.12799063
3310,! Thanks to,television,0.011106567,0.013479333,0.021203429,0.020221936,0.027658472,0.06872726,0.06183633
3311,liar . actress . life of the villa . delight . terrace crawler . your mum . make me dinner . . WINNER OF LOVE ISLAND 2022 ‼️,television,0.53430706,0.4006749,0.20587432,0.25016767,0.114199035,0.28552282,0.24330403
3312,Yet you did ... 🤣,television,0.028439116,0.011406719,0.021339228,0.011028407,0.016125573,0.1343731,0.02635796
3313,Best queen ❤️‍🔥,television,0.0026031018,0.041009035,0.07333604,0.08156937,0.14740136,0.31794083,0.18304811
3314,make sure your are glued on all the way … that ’ s my only complaint,television,0.15626417,0.12735438,0.12696514,0.15921006,0.18847255,0.13022529,0.2651892
3315,They ’ re so cute my heart can ’ t cope 🥹,television,0.05133759,0.18409772,0.2315936,0.27638516,0.2504439,0.11896375,0.2740985
3316,🤝 any colour,television,0.038911518,0.08884738,0.26196384,0.11879117,0.08782917,0.2517201,0.16526818
3317,He ' t there and I dont care enough to keep going back and forth with you . Enjoy,television,0.15159425,0.061499014,0.09629621,0.06131279,0.035023034,0.18540932,0.17095423
3318,🤣 and are the ??? Oh please .,television,0.08050597,0.030587114,0.039233368,0.031247796,0.046678104,0.23643005,0.102325976
3319,So i ' m at .... episode 3 : 07 . Anyone who and like I do ?,television,0.059328925,0.025607489,0.025194267,0.027081471,0.04729878,0.037540726,0.0971353
3320,‘ s first official post love island being a restaurant . she is actually so real,television,0.013883209,0.021056535,0.06376683,0.037030574,0.054109234,0.33700293,0.030462785
3321,Dying to read all the I just got to finish this season so I can laugh,television,0.1550967,0.09384513,0.0969437,0.10933134,0.09840366,0.08391637,0.35490033
3322,look like she gon kill in his sleep 🫠,television,0.630413,0.7519163,0.43545142,0.6929293,0.3293734,0.80792975,0.9570354
3323,"the episode & ; was waiting to make his move on the entire time . Staring @ them talking the night before , staring @ their breakfast date to troll . It was in front of our the entire time",television,0.16827796,0.113921605,0.065899745,0.18024558,0.1338471,0.28905094,0.076419964
3324,Please anyone buy this course from me TREASURE,television,0.1580154,0.042693052,0.06608198,0.059545785,0.03256946,0.12251485,0.16255774
3325,According to and on a live,television,0.017145762,0.046847552,0.042193867,0.058857065,0.07991286,0.12696382,0.283191
3326,Coco the most dangerous girl to be with . She will encourage you to break up with your and then sleep with him the following week .,television,0.38874862,0.2806121,0.18815105,0.17030075,0.2253195,0.79320675,0.6751624
3327,I 💭 that was a wonderful date with & ;,television,0.077709,0.026301002,0.03739057,0.04327089,0.09312036,0.0038261027,0.055416793
3328,"Well we dont know if his ex to go on . We one version in the media from the scorned ex & ; everyone ran with it . Tommy ’ s ex said the same rubbish when he was in , said a bunch of to the media . 3 later & ; he ’ s still with Molly Mae",television,0.46128514,0.18358304,0.121616565,0.2247864,0.074291505,0.37045464,0.16531232
3329,Live Sexy Fun 18 + 18 +,television,0.40016344,0.25161737,0.16797446,0.34076753,0.68371606,0.05935094,0.38282245
3330,Live Sexy Fun sexme666 18 + 18 +,television,0.46292964,0.54650134,0.3401145,0.5964952,0.92006356,0.07148942,0.48290542
3331,Live Sexy Fun aw 18 + 18 +,television,0.41523102,0.27746275,0.18304008,0.35503015,0.68371606,0.05872637,0.42600772
3332,Live Sexy Fun horny 6 18 + 18 +,television,0.5535644,0.5917942,0.35515773,0.69309914,0.92006356,0.4393432,0.48656327
3333,Live Sexy Fun curve4her 18 + 18 +,television,0.3552902,0.16814728,0.13093726,0.28178737,0.5715916,0.07291994,0.33597046
3334,she will always remain in my top 3 ever of this,television,0.04818217,0.050763097,0.07991982,0.07036308,0.091526896,0.28081843,0.13403443
3335,More conversation of & ; aka on their date,television,0.023117077,0.029849946,0.044205867,0.04171862,0.10898691,0.055453826,0.063526824
3336,LOVE ISLAND : COCO & ; HOOKUP EXPOSED BEHIND ’ s BACK !!! LoveIsland2022,television,0.1510105,0.085756846,0.11912174,0.060839497,0.04737305,0.059164733,0.12663189
3337,Someone please tell me where she got these pants !! I need them,television,0.22977416,0.14228626,0.111075334,0.2284818,0.48259908,0.7082034,0.34637004
3338,According to ??? Any confirmation he was actually ? I doubt it .,television,0.014716201,0.015573535,0.023052767,0.015817296,0.032545097,0.26408783,0.0579799
3339,Can someone explain why a pic of Gemma on her own way more than ’ s ? I get ’ s posted more recently but should have more according to by now ?,television,0.037881445,0.031316802,0.03001862,0.047175515,0.12974761,0.19926158,0.08571079
3340,coming back is HILARIOUS 😂😂😂😂😂😂😂😂😂😂,television,0.1580154,0.11766262,0.13102333,0.14285111,0.16376431,0.0050651557,0.34143022
3341,Late to the party but I ’ m so happy for - and !!!,television,0.019714156,0.016089572,0.018102868,0.014551607,0.036945064,0.07033478,0.06440889
3342,Level up 😂😭,television,0.034791227,0.058303803,0.07129365,0.08208691,0.100998715,0.18219443,0.25790873
3343,Just 👂🏾 talk about her “ ” just melt my ❤️ & ; could see them lasting on the outside world after,television,0.34388447,0.05196638,0.06443454,0.060875986,0.07468393,0.18941523,0.28578973
3344,face when said the amor were 💀 this show killing me,television,0.49688783,0.42642248,0.2154318,0.25635424,0.108024165,0.33351988,0.8908898
3345,I if it ’ s just me but it like his persona up a bit about how he is towards after seeing how popular she is on the outside,television,0.054534122,0.033259798,0.049265202,0.07946033,0.10723932,0.329676,0.05276832
3346,when is the reunion and is it be live,television,0.090114996,0.040101055,0.064953856,0.052187808,0.043777566,0.18660866,0.14558306
3347,WELL -,television,0.017284594,0.020917632,0.030097634,0.045702282,0.1047969,0.048767496,0.06350429
3348,I ’ t mind a guy doing this date that did for & ; last date …,television,0.022773718,0.019773962,0.034115367,0.024992334,0.06053392,0.076612055,0.033871893
3349,not this crossover ! - taking over the world !!,television,0.07251463,0.11120445,0.10971651,0.07417436,0.08442723,0.1562478,0.26425007
3350,We ' re already following the post - villa but Hulu still ' t posted the whole season yet ? 🙄,television,0.007705181,0.010567212,0.014639823,0.0131673,0.018682212,0.09028237,0.044092637
3351,6 . SUMMER WALKER | CHICKEN SHOP DATE wireless drake,television,0.022773718,0.034812182,0.03363623,0.0521838,0.06435467,0.29064733,0.1955025
3352,Why do these on give the men all the power ? The ladies always have the power . They just need to wield it with confidence . Watching these waiting on men to explore & ; make is .,television,0.17173064,0.026157442,0.12543006,0.019190963,0.034523163,0.43726715,0.04542557
3353,Can I just request we get this hideaway in the version next time please 🙏🏼,television,0.051737156,0.023586776,0.03195227,0.02865296,0.07522586,0.1498257,0.14782888
3354,There ’ s nothing like waking up to every finalist being active and posting on ( excluding Lemma ) - this is my personal version of Heaven 😭,television,0.030155903,0.036217052,0.06544708,0.03243923,0.033997487,0.028415073,0.12290639
3355,At Nuclear Prayer Day at the nuclear Peace,television,0.1473238,0.036201864,0.047652565,0.04099352,0.049471993,0.20644574,0.26633766
3356,soccer season again . were not bad at all . mobile 150 this weekend Apple,television,0.022945397,0.024259482,0.04447139,0.036116164,0.022608139,0.14320335,0.05990595
3357,Another morning 💬 with the ladies & ;,television,0.15684792,0.0761502,0.18543535,0.084729396,0.13925317,0.16448905,0.08310929
3358,liar . actress . life of the villa . delight . terrace crawler . your mum . make me dinner . . WINNER OF LOVE ISLAND 2022 ‼️,television,0.53430706,0.4006749,0.20587432,0.25016767,0.114199035,0.28552282,0.24330403
3359,Finally & ; aka get their 1 ️⃣ st / last date,television,0.045091953,0.022421464,0.03309418,0.023038032,0.03702371,0.10184879,0.061974164
3360,Gemma ' s coming out with a contract,television,0.018048171,0.022291379,0.042162333,0.031256955,0.056006532,0.13324584,0.10636949
3361,is so annoying,television,0.31540272,0.20468663,0.1834352,0.32667062,0.109326504,0.09876775,0.23861355
3362,all of the are so with ?? can ’ t wait for them to change their tune at the reunion,television,0.045091953,0.029849578,0.06872881,0.02819715,0.024911305,0.26911157,0.09674719
3363,honestly what am i even going to watch when is over,television,0.11472086,0.03251706,0.04883373,0.043811295,0.06427014,0.11675068,0.12996885
3364,Like coco please have some shame !,television,0.41665444,0.12462656,0.11406889,0.13962738,0.14373511,0.26862213,0.25324506
3365,Am I tripping or are they doing amour early this season ??,television,0.09602194,0.022150248,0.037951246,0.026294652,0.040910657,0.17865053,0.057383727
3366,’ t want his baby girl drinking this season na real 9ja,television,0.24991328,0.16040091,0.19541505,0.15028606,0.14655104,0.6055304,0.21223436
3367,Nothing but a show for the audience !!!,television,0.03444787,0.025502166,0.029099004,0.023548406,0.06539879,0.12315159,0.0796863
3368,Everyone to still be in a 😊 mood still,television,0.105704986,0.030012364,0.05028059,0.042078767,0.056720607,0.2323436,0.102373056
3369,Love is not enough ask God for wisdom BBNaijaS7,television,0.015063282,0.042419568,0.12423755,0.08652116,0.05592538,0.24871631,0.053485498
3370,this is some level,television,0.043031808,0.023667887,0.036079932,0.042932145,0.050169133,0.12762053,0.09288347
3371,Voter padding .. They should have been 4th or even out the house before the finale 😏😏😏,television,0.03444787,0.021333314,0.022996087,0.018756514,0.036609717,0.44117853,0.10193019
3372,always serving us hot hot 🔥🥵 😍,television,0.39010584,0.16584301,0.12825601,0.23815744,0.52360296,0.18663047,0.35968956
3373,I ’ m just say it I ’ m on like 5 of love island I . DO . NOT . LIKE . . . “ not here to make any I ’ m here to find love ” like who that ? it was just so blatantly rude and disrespectful . But yeah . 😁👍🏾,television,0.17242117,0.065332815,0.092795774,0.06930242,0.06585321,0.26844066,0.05482221
3374,I was 3 in and i could tell it ’ s weak & ; the were going to be fake & ; animated 🙄 I cant watch nothing like that,television,0.39421332,0.03760668,0.060245216,0.049651463,0.03360893,0.12442781,0.09454959
3375,style bb24,television,0.030327583,0.026279593,0.04292877,0.05405806,0.1372374,0.09045771,0.08449115
